type,dataset_a,image_a,class_a,dataset_b,image_b,class_b,similarity_metric,is_cross_dataset
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_180,Bacterial Blight,Sethy,BACTERAILBLIGHT5_184,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_180,Bacterial Blight,Sethy,BACTERAILBLIGHT5_186,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_182,Bacterial Blight,Sethy,BACTERAILBLIGHT5_184,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_182,Bacterial Blight,Sethy,BACTERAILBLIGHT5_186,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_184,Bacterial Blight,Sethy,BACTERAILBLIGHT5_186,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_171,Bacterial Blight,Sethy,BACTERAILBLIGHT5_183,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_175,Bacterial Blight,Sethy,BACTERAILBLIGHT5_187,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_211,Bacterial Blight,Sethy,BACTERAILBLIGHT5_249,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_212,Bacterial Blight,Sethy,BACTERAILBLIGHT5_250,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_214,Bacterial Blight,Sethy,BACTERAILBLIGHT5_252,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_215,Bacterial Blight,Sethy,BACTERAILBLIGHT5_253,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_216,Bacterial Blight,Sethy,BACTERAILBLIGHT5_254,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_217,Bacterial Blight,Sethy,BACTERAILBLIGHT5_255,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_218,Bacterial Blight,Sethy,BACTERAILBLIGHT5_256,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_220,Bacterial Blight,Sethy,BACTERAILBLIGHT5_258,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_222,Bacterial Blight,Sethy,BACTERAILBLIGHT5_259,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_223,Bacterial Blight,Sethy,BACTERAILBLIGHT5_260,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_224,Bacterial Blight,Sethy,BACTERAILBLIGHT5_263,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERAILBLIGHT5_226,Bacterial Blight,Sethy,BACTERAILBLIGHT5_264,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_073,Bacterial Blight,Sethy,BACTERIALBLIGHT1_087,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_074,Bacterial Blight,Sethy,BACTERIALBLIGHT1_084,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_074,Bacterial Blight,Sethy,BACTERIALBLIGHT1_086,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_074,Bacterial Blight,Sethy,BACTERIALBLIGHT1_088,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_074,Bacterial Blight,Sethy,BACTERIALBLIGHT1_090,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_084,Bacterial Blight,Sethy,BACTERIALBLIGHT1_086,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_084,Bacterial Blight,Sethy,BACTERIALBLIGHT1_088,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_084,Bacterial Blight,Sethy,BACTERIALBLIGHT1_090,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_086,Bacterial Blight,Sethy,BACTERIALBLIGHT1_088,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_086,Bacterial Blight,Sethy,BACTERIALBLIGHT1_090,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_088,Bacterial Blight,Sethy,BACTERIALBLIGHT1_090,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_077,Bacterial Blight,Sethy,BACTERIALBLIGHT1_091,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_083,Bacterial Blight,Sethy,BACTERIALBLIGHT1_085,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_083,Bacterial Blight,Sethy,BACTERIALBLIGHT1_168,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_085,Bacterial Blight,Sethy,BACTERIALBLIGHT1_168,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_089,Bacterial Blight,Sethy,BACTERIALBLIGHT1_173,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_106,Bacterial Blight,Sethy,BACTERIALBLIGHT1_202,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_115,Bacterial Blight,Sethy,BACTERIALBLIGHT1_152,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_116,Bacterial Blight,Sethy,BACTERIALBLIGHT1_153,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_117,Bacterial Blight,Sethy,BACTERIALBLIGHT1_251,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_118,Bacterial Blight,Sethy,BACTERIALBLIGHT1_155,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_119,Bacterial Blight,Sethy,BACTERIALBLIGHT1_156,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_120,Bacterial Blight,Sethy,BACTERIALBLIGHT1_157,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_121,Bacterial Blight,Sethy,BACTERIALBLIGHT1_158,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_122,Bacterial Blight,Sethy,BACTERIALBLIGHT1_159,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_123,Bacterial Blight,Sethy,BACTERIALBLIGHT1_160,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_124,Bacterial Blight,Sethy,BACTERIALBLIGHT1_161,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_126,Bacterial Blight,Sethy,BACTERIALBLIGHT1_162,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_127,Bacterial Blight,Sethy,BACTERIALBLIGHT1_163,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_128,Bacterial Blight,Sethy,BACTERIALBLIGHT1_166,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_130,Bacterial Blight,Sethy,BACTERIALBLIGHT1_167,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_169,Bacterial Blight,Sethy,BACTERIALBLIGHT1_181,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_170,Bacterial Blight,Sethy,BACTERIALBLIGHT1_180,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_170,Bacterial Blight,Sethy,BACTERIALBLIGHT1_182,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_170,Bacterial Blight,Sethy,BACTERIALBLIGHT1_184,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_170,Bacterial Blight,Sethy,BACTERIALBLIGHT1_186,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_180,Bacterial Blight,Sethy,BACTERIALBLIGHT1_182,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_180,Bacterial Blight,Sethy,BACTERIALBLIGHT1_184,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_180,Bacterial Blight,Sethy,BACTERIALBLIGHT1_186,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_182,Bacterial Blight,Sethy,BACTERIALBLIGHT1_184,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_182,Bacterial Blight,Sethy,BACTERIALBLIGHT1_186,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_184,Bacterial Blight,Sethy,BACTERIALBLIGHT1_186,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_171,Bacterial Blight,Sethy,BACTERIALBLIGHT1_183,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_175,Bacterial Blight,Sethy,BACTERIALBLIGHT1_187,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_211,Bacterial Blight,Sethy,BACTERIALBLIGHT1_249,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_212,Bacterial Blight,Sethy,BACTERIALBLIGHT1_250,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_214,Bacterial Blight,Sethy,BACTERIALBLIGHT1_252,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_215,Bacterial Blight,Sethy,BACTERIALBLIGHT1_253,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_216,Bacterial Blight,Sethy,BACTERIALBLIGHT1_254,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_217,Bacterial Blight,Sethy,BACTERIALBLIGHT1_255,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_218,Bacterial Blight,Sethy,BACTERIALBLIGHT1_256,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_220,Bacterial Blight,Sethy,BACTERIALBLIGHT1_258,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_222,Bacterial Blight,Sethy,BACTERIALBLIGHT1_259,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_223,Bacterial Blight,Sethy,BACTERIALBLIGHT1_260,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_224,Bacterial Blight,Sethy,BACTERIALBLIGHT1_263,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT1_226,Bacterial Blight,Sethy,BACTERIALBLIGHT1_264,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_073,Bacterial Blight,Sethy,BACTERIALBLIGHT2_087,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_074,Bacterial Blight,Sethy,BACTERIALBLIGHT2_084,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_074,Bacterial Blight,Sethy,BACTERIALBLIGHT2_086,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_074,Bacterial Blight,Sethy,BACTERIALBLIGHT2_088,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_074,Bacterial Blight,Sethy,BACTERIALBLIGHT2_090,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_084,Bacterial Blight,Sethy,BACTERIALBLIGHT2_086,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_084,Bacterial Blight,Sethy,BACTERIALBLIGHT2_088,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_084,Bacterial Blight,Sethy,BACTERIALBLIGHT2_090,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_086,Bacterial Blight,Sethy,BACTERIALBLIGHT2_088,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_086,Bacterial Blight,Sethy,BACTERIALBLIGHT2_090,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_088,Bacterial Blight,Sethy,BACTERIALBLIGHT2_090,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_077,Bacterial Blight,Sethy,BACTERIALBLIGHT2_091,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_083,Bacterial Blight,Sethy,BACTERIALBLIGHT2_085,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_083,Bacterial Blight,Sethy,BACTERIALBLIGHT2_168,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_085,Bacterial Blight,Sethy,BACTERIALBLIGHT2_168,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_089,Bacterial Blight,Sethy,BACTERIALBLIGHT2_173,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_106,Bacterial Blight,Sethy,BACTERIALBLIGHT2_202,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_115,Bacterial Blight,Sethy,BACTERIALBLIGHT2_152,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_116,Bacterial Blight,Sethy,BACTERIALBLIGHT2_153,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_117,Bacterial Blight,Sethy,BACTERIALBLIGHT2_251,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_118,Bacterial Blight,Sethy,BACTERIALBLIGHT2_155,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_119,Bacterial Blight,Sethy,BACTERIALBLIGHT2_156,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_120,Bacterial Blight,Sethy,BACTERIALBLIGHT2_157,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_121,Bacterial Blight,Sethy,BACTERIALBLIGHT2_158,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_122,Bacterial Blight,Sethy,BACTERIALBLIGHT2_159,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_123,Bacterial Blight,Sethy,BACTERIALBLIGHT2_160,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_124,Bacterial Blight,Sethy,BACTERIALBLIGHT2_161,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_126,Bacterial Blight,Sethy,BACTERIALBLIGHT2_162,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_127,Bacterial Blight,Sethy,BACTERIALBLIGHT2_163,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_128,Bacterial Blight,Sethy,BACTERIALBLIGHT2_166,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_130,Bacterial Blight,Sethy,BACTERIALBLIGHT2_167,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_169,Bacterial Blight,Sethy,BACTERIALBLIGHT2_181,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_170,Bacterial Blight,Sethy,BACTERIALBLIGHT2_180,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_170,Bacterial Blight,Sethy,BACTERIALBLIGHT2_182,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_170,Bacterial Blight,Sethy,BACTERIALBLIGHT2_184,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_170,Bacterial Blight,Sethy,BACTERIALBLIGHT2_186,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_180,Bacterial Blight,Sethy,BACTERIALBLIGHT2_182,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_180,Bacterial Blight,Sethy,BACTERIALBLIGHT2_184,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_180,Bacterial Blight,Sethy,BACTERIALBLIGHT2_186,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_182,Bacterial Blight,Sethy,BACTERIALBLIGHT2_184,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_182,Bacterial Blight,Sethy,BACTERIALBLIGHT2_186,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_184,Bacterial Blight,Sethy,BACTERIALBLIGHT2_186,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_171,Bacterial Blight,Sethy,BACTERIALBLIGHT2_183,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_175,Bacterial Blight,Sethy,BACTERIALBLIGHT2_187,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_211,Bacterial Blight,Sethy,BACTERIALBLIGHT2_249,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_212,Bacterial Blight,Sethy,BACTERIALBLIGHT2_250,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_214,Bacterial Blight,Sethy,BACTERIALBLIGHT2_252,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_215,Bacterial Blight,Sethy,BACTERIALBLIGHT2_253,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_216,Bacterial Blight,Sethy,BACTERIALBLIGHT2_254,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_217,Bacterial Blight,Sethy,BACTERIALBLIGHT2_255,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_218,Bacterial Blight,Sethy,BACTERIALBLIGHT2_256,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_220,Bacterial Blight,Sethy,BACTERIALBLIGHT2_258,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_222,Bacterial Blight,Sethy,BACTERIALBLIGHT2_259,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_223,Bacterial Blight,Sethy,BACTERIALBLIGHT2_260,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_224,Bacterial Blight,Sethy,BACTERIALBLIGHT2_263,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT2_226,Bacterial Blight,Sethy,BACTERIALBLIGHT2_264,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_073,Bacterial Blight,Sethy,BACTERIALBLIGHT_087,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_074,Bacterial Blight,Sethy,BACTERIALBLIGHT_084,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_074,Bacterial Blight,Sethy,BACTERIALBLIGHT_086,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_074,Bacterial Blight,Sethy,BACTERIALBLIGHT_088,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_074,Bacterial Blight,Sethy,BACTERIALBLIGHT_090,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_084,Bacterial Blight,Sethy,BACTERIALBLIGHT_086,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_084,Bacterial Blight,Sethy,BACTERIALBLIGHT_088,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_084,Bacterial Blight,Sethy,BACTERIALBLIGHT_090,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_086,Bacterial Blight,Sethy,BACTERIALBLIGHT_088,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_086,Bacterial Blight,Sethy,BACTERIALBLIGHT_090,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_088,Bacterial Blight,Sethy,BACTERIALBLIGHT_090,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_077,Bacterial Blight,Sethy,BACTERIALBLIGHT_091,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_083,Bacterial Blight,Sethy,BACTERIALBLIGHT_085,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_083,Bacterial Blight,Sethy,BACTERIALBLIGHT_168,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_085,Bacterial Blight,Sethy,BACTERIALBLIGHT_168,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_089,Bacterial Blight,Sethy,BACTERIALBLIGHT_173,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_106,Bacterial Blight,Sethy,BACTERIALBLIGHT_202,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_115,Bacterial Blight,Sethy,BACTERIALBLIGHT_152,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_116,Bacterial Blight,Sethy,BACTERIALBLIGHT_153,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_117,Bacterial Blight,Sethy,BACTERIALBLIGHT_251,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_118,Bacterial Blight,Sethy,BACTERIALBLIGHT_155,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_119,Bacterial Blight,Sethy,BACTERIALBLIGHT_156,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_120,Bacterial Blight,Sethy,BACTERIALBLIGHT_157,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_121,Bacterial Blight,Sethy,BACTERIALBLIGHT_158,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_122,Bacterial Blight,Sethy,BACTERIALBLIGHT_159,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_123,Bacterial Blight,Sethy,BACTERIALBLIGHT_160,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_124,Bacterial Blight,Sethy,BACTERIALBLIGHT_161,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_126,Bacterial Blight,Sethy,BACTERIALBLIGHT_162,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_127,Bacterial Blight,Sethy,BACTERIALBLIGHT_163,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_128,Bacterial Blight,Sethy,BACTERIALBLIGHT_166,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_130,Bacterial Blight,Sethy,BACTERIALBLIGHT_167,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_169,Bacterial Blight,Sethy,BACTERIALBLIGHT_181,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_170,Bacterial Blight,Sethy,BACTERIALBLIGHT_180,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_170,Bacterial Blight,Sethy,BACTERIALBLIGHT_182,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_170,Bacterial Blight,Sethy,BACTERIALBLIGHT_184,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_170,Bacterial Blight,Sethy,BACTERIALBLIGHT_186,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_180,Bacterial Blight,Sethy,BACTERIALBLIGHT_182,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_180,Bacterial Blight,Sethy,BACTERIALBLIGHT_184,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_180,Bacterial Blight,Sethy,BACTERIALBLIGHT_186,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_182,Bacterial Blight,Sethy,BACTERIALBLIGHT_184,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_182,Bacterial Blight,Sethy,BACTERIALBLIGHT_186,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_184,Bacterial Blight,Sethy,BACTERIALBLIGHT_186,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_171,Bacterial Blight,Sethy,BACTERIALBLIGHT_183,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_175,Bacterial Blight,Sethy,BACTERIALBLIGHT_187,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_211,Bacterial Blight,Sethy,BACTERIALBLIGHT_249,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_212,Bacterial Blight,Sethy,BACTERIALBLIGHT_250,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_214,Bacterial Blight,Sethy,BACTERIALBLIGHT_252,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_215,Bacterial Blight,Sethy,BACTERIALBLIGHT_253,Bacterial Blight,sha256_match,False
EXACT_SHA256,Sethy,BACTERIALBLIGHT_216,Bacterial Blight,Sethy,BACTERIALBLIGHT_254,Bacterial Blight,sha256_match,False
